ship_id,is_old,tier,type_id,nation_id,rarity_id,premium,special,index,default,zh_cn,zh_sg,zh_tw,en_short,en_full,ja,ru
4278138160,0,6,2,9,,0,0,PWSB016,Laudon,劳东,劳东,Laudon,Laudon,Laudon,Laudon,Laudon
4187927984,0,2,3,13,1,0,0,PSSC102,Mendez_Nunez,门德斯·努涅斯,门德斯·努涅斯,Méndez Núñez,Méndez Núñez,Méndez Núñez,Méndez Núñez,Méndez Núñez
4076745936,0,8,4,8,2,1,0,PZSD208,Siliwangi_1959,西利旺义,西利旺义,Siliwangi,Siliwangi,Siliwangi,Siliwangi,Siliwangi
3447666672,0,8,2,1,2,1,0,PASB808,Colorful_North_Carolina,北卡罗来纳 炫彩,北卡罗来纳 CLR,N. Carolina CLR,N. Carolina CLR,North Carolina CLR,N. Carolina CLR,N. Carolina CLR
3550394192,0,10,3,6,3,0,1,PFSC710,Brennus,布伦努斯,布伦努斯,Brennus,Brennus,Brennus,Brennus,Brennus
3751687376,0,8,4,8,2,1,0,PZSD518,Fen_Yang,汾安,汾阳,汾陽,Fenyang,Fenyang,Fenyang,Fenyang
3676223216,0,10,3,7,2,0,1,PISC590,Black_Napoli,那不勒斯 （黑）,那不勒斯 B,Napoli B,Napoli B,Napoli B,Napoli B,Napoli B
4185831184,0,4,3,10,1,0,0,PHSC104,De_Ruyter,德·鲁伊特,德·鲁伊特,De Ruyter,De Ruyter,De Ruyter,De Ruyter,De Ruyter
3341727696,0,9,3,4,,1,0,PBSC909,Pirate_Neptune,诅咒之牙,诅咒之牙,Cursed Fang,Cursed Fang,Cursed Fang,Cursed Fang,Cursed Fang
4185863920,0,4,2,7,1,0,0,PISB104,Dante_Alighieri,阿利吉耶里,但丁·阿利格伊切里,D. Alighieri,D. Alighieri,Dante Alighieri,D. Alighieri,D. Alighieri
4289607376,1,6,4,2,1,0,1,PJSD005,Mutsuki_1926,松(旧),睦月 (旧),Mutsuki (old),Mutsuki (old),Mutsuki (< 01.12.2016),睦月 (old),Mutsuki (old)
4077828080,0,7,3,1,1,0,0,PASC207,Helena,海伦娜,海伦娜,Helena,Helena,Helena,Helena,Helena
4188976976,0,1,3,6,1,0,0,PFSC101,Bougainville,布甘维尔,布甘维尔,Bougainville,Bougainville,Bougainville,Bougainville,Bougainville
4183766864,0,6,2,6,1,0,0,PFSB106,Normandie,诺曼底,诺曼底,Normandie,Normandie,Normandie,Normandie,Normandie
3540956592,0,9,3,13,4,1,0,PSSC719,Almirante_Oquendo,奥肯多海军上将,奥肯多海军上将,Almte. Oquendo,Almte. Oquendo,Almirante Oquendo,Almte. Oquendo,Almte. Oquendo
3752802256,0,7,2,4,3,1,0,PBSB517,Nelson,纳尔逊,纳尔逊,Nelson,Nelson,Nelson,Nelson,Nelson
4075697968,0,9,4,3,1,0,0,PGSD209,Felix_Schultz,F. 舒尔茨,菲利克斯·舒尔茨,F. Schultz,F. Schultz,Felix Schultz,F. Schultz,F. Schultz
3667834672,0,8,3,3,2,1,0,PGSC598,Black_Mainz,美因茨 （黑）,美因茨 B,Mainz B,Mainz B,Mainz B,Mainz B,Mainz B
3761157328,0,9,3,8,2,1,0,PZSC509,Dalian,连海,大连,Dalian,Dalian,Dalian,Dalian,Dalian
3655219184,0,10,4,1,2,0,1,PASD610,Forrest_Sherman,福里斯特·舍曼,福雷斯特·谢尔曼,F. Sherman,F. Sherman,Forrest Sherman,F. Sherman,F. Sherman
3539941072,0,10,2,2,,0,1,PJSB720,Aki,鲼,安艺,Aki,Aki,Aki,安芸,Aki
4179506640,0,10,4,5,2,0,1,PRSD110,Pr_24_Khabarovsk,哈巴罗夫斯克,哈巴罗夫斯克,Khabarovsk,Khabarovsk,Khabarovsk,Khabarovsk,Хабаровск
3552458032,0,8,4,9,3,1,0,PWSD708,Blyskawica_1944,闪电 '44,闪电 44,Blyskawica '44,Błyskawica '44,Błyskawica '44,Blyskawica '44,Błyskawica '44
4280235312,0,4,2,9,,0,0,PWSB014,Yavuz_Sultan_Selim,严君,亚沃士,Yavuz,Yavuz,Yavuz Sultan Selim,Yavuz,Yavuz
4181702352,0,8,1,2,1,0,0,PJSA108,Shokaku,鹬,翔鹤,Shōkaku,Shōkaku,Shōkaku,翔鶴,Shōkaku
3552491344,0,8,3,6,1,0,0,PFSC708,Metz,梅斯,梅茨,Metz,Metz,Metz,Metz,Metz
4186846416,0,3,4,8,1,0,0,PZSD103,Phra_Ruang,帕襄,帕禳,Phra Ruang,Phra Ruang,Phra Ruang,Phra Ruang,Phra Ruang
3550393712,0,10,3,11,,0,1,PUSC710,Pioneer,先锋,先驱,Pioneer,Pioneer,Pioneer,Pioneer,Pioneer
4187928336,0,2,3,10,1,0,0,PHSC102,Gelderland,海尔德兰,海尔德兰,Gelderland,Gelderland,Gelderland,Gelderland,Gelderland
3762238800,0,8,2,12,4,1,0,PVSB508,Atlantico,大西洋,大西洋,Atlântico,Atlântico,Atlântico,Atlântico,Atlântico
4079891920,0,5,4,5,1,0,0,PRSD205,Podvoisky_pr_1929,巴铎夫斯基,巴铎夫斯基,Podvoisky,Podvoisky,Podvoisky,Podvoisky,Подвойский
4179015632,0,10,5,4,1,0,0,PBSS110,Thrasher,连枷,连枷,Thrasher,Thrasher,Thrasher,Thrasher,Thrasher
3655218480,0,10,4,9,3,0,1,PWSD610,Smaland,斯莫兰,斯莫兰,Småland,Småland,Småland,Småland,Småland
4291704528,0,4,4,2,1,0,0,PJSD003,Isokaze_1917,柳,矶风,Isokaze,Isokaze,Isokaze,磯風,Isokaze
3751196368,0,8,5,2,2,1,0,PJSS518,I56,I-56,I-56,I-56,I-56,I-56,伊 56,I-56
3760076208,0,10,4,13,2,0,1,PSSD510,Alvaro_de_Bazan,阿尔瓦罗·德·巴赞,阿尔瓦罗·德·巴赞,Álvaro de Bazán,Álvaro de Bazán,Álvaro de Bazán,Álvaro de Bazán,Álvaro de Bazán
4286461936,0,8,4,1,1,0,0,PASD008,Benson_1945,本森,本森,Benson,Benson,Benson,Benson,Benson
4188976560,0,1,3,13,1,0,0,PSSC101,Jupiter,朱庇特,朱庇特,Júpiter,Júpiter,Júpiter,Júpiter,Júpiter
4074715120,0,10,2,1,1,0,0,PASB210,Louisiana,路易斯安那,路易斯安那,Louisiana,Louisiana,Louisiana,Louisiana,Louisiana
4293867216,0,3,2,2,1,0,0,PJSB001,Kawachi_1912,鲑,河内,Kawachi,Kawachi,Kawachi,河内,Kawachi
3760109520,0,10,3,4,3,0,1,PBSC510,Plymouth,普利茅斯,普利茅斯,Plymouth,Plymouth,Plymouth,Plymouth,Plymouth
3540924208,0,9,4,3,,1,0,PGSD719,ZH_1,ZH1,ZH1,ZH1,ZH1,ZH1,ZH1,ZH1
4183734000,0,6,3,7,1,0,0,PISC106,Trento,特伦托,特伦托,Trento,Trento,Trento,Trento,Trento
3749623504,0,10,3,2,2,0,1,PJSC520,Yoshino,狤,吉野,Yoshino,Yoshino,Yoshino,吉野,Yoshino
4253956080,0,9,4,1,1,0,0,PASD039,Christopher,克里斯托弗,克里斯托弗,Christopher,Christopher,Christopher,Christopher,Christopher
4181637104,0,8,3,1,1,0,0,PASC108,Baltimore_1944,巴尔的摩,巴尔的摩,Baltimore,Baltimore,Baltimore,Baltimore,Baltimore
3425613520,0,9,3,2,2,1,0,PJSC829,Black_Azumaya,猉 (黑),吾妻 B,Azuma B,Azuma B,Azuma B,吾妻 B,Azuma B
3522115536,0,7,2,4,3,1,0,PBSB737,Royal_Sovereign,君权,君权,Royal Sovereign,Royal Sovereign,Royal Sovereign,Royal Sovereign,Royal Sovereign
3655284688,0,10,2,4,3,0,1,PBSB610,Incomparable,无比,无比,Incomparable,Incomparable,Incomparable,Incomparable,Incomparable
4179506992,0,10,4,3,1,0,0,PGSD110,Z_52,Z-52,Z-52,Z-52,Z-52,Z-52,Z-52,Z-52
4255004656,0,8,4,1,1,0,0,PASD038,Osborne,奥斯本,奥斯本,Osborne,Osborne,Osborne,Osborne,Osborne
3553572048,0,7,2,8,2,1,0,PZSB707,Teng_She,腾蛇,腾蛇,騰蛇,Teng She,Teng She,Teng She,Teng She
4181112784,0,8,5,4,1,0,0,PBSS108,Sturdy,坚定,强健,Sturdy,Sturdy,Sturdy,Sturdy,Sturdy
4284429616,0,10,2,9,,0,0,PWSB010,Thor,托尔,托尔,Thor,Thor,Thor,Thor,Thor
4075763408,0,9,2,2,1,0,0,PJSB209,Adatara,鳢,安达太良,Adatara,Adatara,Adatara,安達太良,Adatara
3330225872,0,10,2,2,,0,1,PJSB920,Gold_Aki,鲼 (金),金色安艺,Aki G,Aki G,Aki Golden,安芸 G,Aki G
4293801680,0,2,4,2,2,1,0,PJSD001,Tachibana_1912,枳,橘,Tachibana,Tachibana,Tachibana,橘,Tachibana
3539908368,0,10,3,10,4,0,1,PHSC720,Gold_Prins_Van_Oranje,奥兰治亲王 (金),金色奥兰治亲王,Pr. van Oranje G,Pr. van Oranje G,Prins van Oranje Golden,Pr. van Oranje G,Pr. van Oranje G
3539941360,0,10,2,1,3,0,1,PASB720,Rhode_Island,罗德岛,罗德岛,Rhode Island,Rhode Island,Rhode Island,Rhode Island,Rhode Island
3767416784,0,3,4,4,2,1,0,PBSD503,Campbeltown_1941,坎贝尔敦,坎贝尔敦,Campbeltown,Campbeltown,Campbeltown,Campbeltown,Campbeltown
3762206672,0,8,3,4,3,1,0,PBSC508,Cheshire,柴郡,柴郡,Cheshire,Cheshire,Cheshire,Cheshire,Cheshire
3550459856,0,10,1,4,,0,1,PBSA710,Ocean,海洋,海洋,Ocean,Ocean,Ocean,Ocean,Ocean
3666818864,0,9,2,3,2,1,0,PGSB599,Black_Pommern,波美拉尼亚 (黑),波美拉尼亚 B,Pommern B,Pommern B,Pommern B,Pommern B,Pommern B
4184749776,0,5,4,2,1,0,0,PJSD105,Mutsuki,松,睦月,Mutsuki,Mutsuki,Mutsuki,睦月,Mutsuki
4183700944,1,6,4,5,1,0,1,PRSD106,Pr_30_Ognevoy,火力 (OLD),火力 (OLD),Ognevoi (OLD),Ognevoi (OLD),Ognevoi (< 06.03.2017),Ognevoi (OLD),Огневой (OLD)
4178490832,0,11,3,5,2,0,0,PRSC111,Novosibirsk,新西伯利亚,新西伯利亚,Novosibirsk,Novosibirsk,Novosibirsk,Novosibirsk,Новосибирск
4179605200,0,10,1,2,1,0,0,PJSA110,Hakuryu,鹫,白龙,Hakuryū,Hakuryū,Hakuryū,白龍,Hakuryū
3540989232,0,9,2,9,4,1,0,PWSB719,Niord,尼奥尔德,尼奥尔德,Niord,Niord,Niord,Niord,Niord
4256085712,0,1,3,2,1,0,0,PJSC037,Hashidate_1940,鼠,桥立,Hashidate,Hashidate,Hashidate,橋立,Hashidate
3445536752,0,10,3,1,3,0,1,PASC810,Austin,奥斯汀,奥斯汀,Austin,Austin,Austin,Austin,Austin
4178556624,0,11,1,2,2,0,0,PJSA111,Sekiryu,鹮,赤龙,Sekiryu,Sekiryu,Sekiryu,赤龍,Sekiryu
3667802064,0,8,4,4,2,1,0,PBSD598,Black_Cossack,哥萨克 (黑),哥萨克人 B,Cossack B,Cossack B,Cossack B,Cossack B,Cossack B
3741234992,0,8,3,3,3,1,0,PGSC528,Schill,席尔,席尔,Schill,Schill,Schill,Schill,Schill
4181604144,0,8,4,3,1,0,0,PGSD108,Z_23,Z-23,Z-23,Z-23,Z-23,Z-23,Z-23,Z-23
3438196528,0,7,3,3,2,1,0,PGSC817,Black_Munchen,慕尼黑 (黑),慕尼黑 B,München B,München B,München B,München B,München B
4179572176,0,10,2,5,1,0,0,PRSB110,Sovetskaya_Rossiya,克里姆林,克里姆林,Kremlin,Kremlin,Kremlin,Kremlin,Кремль
3750639600,0,9,4,1,2,1,0,PASD519,Halford,哈尔福德,哈尔福德,Halford,Halford,Halford,Halford,Halford
3434526416,0,10,5,2,3,0,1,PJSS820,BA_I56,BA 阿罗娜的小鲸鱼,BA Arona's Whale,BA Arona's Whale,BA Arona's Whale,BA Arona's Whale,BA Arona's Whale,BA Arona's Whale
4178457904,0,11,4,9,2,0,0,PWSD111,Dalarna,达拉纳,达拉纳,Dalarna,Dalarna,Dalarna,Dalarna,Dalarna
4183209936,0,6,5,4,1,0,0,PBSS106,Undine,温蒂尼,温蒂妮,Undine,Undine,Undine,Undine,Undine
3709777872,0,8,3,4,3,1,0,PBSC558,AZUR_Cheshire,AL 柴郡,AL 柴郡,AL Cheshire,AL Cheshire,AL Cheshire,AL Cheshire,AL Cheshire
3552491216,0,8,3,2,3,1,0,PJSC708,ARP_Takao,ARP獒,ARP 高雄,ARP Takao,ARP Takao,ARP Takao,ARP 高雄,ARP Takao
3542038512,0,8,2,1,3,1,0,PASB718,Tennessee,田纳西,田纳西,Tennessee,Tennessee,Tennessee,Tennessee,Tennessee
3720296272,0,8,2,6,2,1,0,PFSB548,Picardie,皮卡第,皮卡第,Picardie,Picardie,Picardie,Picardie,Picardie
4274927440,0,9,4,6,1,0,0,PFSD019,Orage,暴风雨,暴风雨,Orage,Orage,Orage,Orage,Orage
3761158128,0,9,3,1,3,1,0,PASC509,Vallejo,瓦列霍,瓦列霍,Vallejo,Vallejo,Vallejo,Vallejo,Vallejo
4186912560,0,3,2,3,1,0,0,PGSB103,Nassau,拿骚,拿骚,Nassau,Nassau,Nassau,Nassau,Nassau
3539908400,0,10,3,3,,0,1,PGSC720,Bremen,不来梅,不来梅,Bremen,Bremen,Bremen,Bremen,Bremen
3668916016,0,7,2,3,2,1,0,PGSB597,Black_Scharnhorst,沙恩霍斯特 (黑),沙恩霍斯特 B,Scharnhorst B,Scharnhorst B,Scharnhorst B,Scharnhorst B,Scharnhorst B
3437180912,0,8,2,1,2,1,0,PASB818,Black_Alabama,阿拉巴马 (黑),阿拉巴马 B,Alabama B,Alabama B,Alabama B,Alabama B,Alabama B
4276008304,0,8,3,11,1,0,0,PUSC018,Auckland,奥克兰,奥克兰,Auckland,Auckland,Auckland,Auckland,Auckland
4074714832,0,10,2,2,1,0,0,PJSB210,Bungo,鳣,丰后,Bungo,Bungo,Bungo,豊後,Bungo
3751687888,0,8,4,2,3,1,0,PJSD518,Asashio,柊,朝潮,Asashio,Asashio,Asashio,朝潮,Asashio
4076779216,0,8,3,2,1,0,0,PJSC208,Shimanto,犰,四万十,Shimanto,Shimanto,Shimanto,四万十,Shimanto
4185798096,0,4,4,5,1,0,0,PRSD104,Izyaslav,伊贾斯拉夫,伊贾斯拉夫,Izyaslav,Izyaslav,Izyaslav,Izyaslav,Изяслав
4180587984,0,9,3,5,1,0,0,PRSC109,Dmitry_Donskoy,迪米特里·顿斯科伊,迪米特里-顿斯科伊,Dm. Donskoi,Dm. Donskoi,Dmitri Donskoi,Dm. Donskoi,Дм. Донской
3760076080,0,9,4,9,2,1,0,PWSD510,Friesland,弗里斯兰,弗里斯兰,Friesland,Friesland,Friesland,Friesland,Friesland
3762271984,0,8,1,7,2,1,0,PISA508,Aquila,天鹰,天鹰,Aquila,Aquila,Aquila,Aquila,Aquila
3519985360,0,9,3,2,3,1,0,PJSC739,Suzuya,猿,铃谷,Suzuya,Suzuya,Suzuya,鈴谷,Suzuya
4180621296,0,9,2,1,1,0,0,PASB109,Minnesota,明尼苏达,明尼苏达,Minnesota,Minnesota,Minnesota,Minnesota,Minnesota
3554621136,0,5,2,2,3,1,0,PJSB706,Kirishima,ARP 驼,ARP 雾岛,ARP Kirishima,ARP Kirishima,ARP Kirishima,ARP 霧島,ARP Kirishima
3760109392,0,10,3,6,3,0,1,PFSC510,Colbert,科尔贝尔,科尔伯特,Colbert,Colbert,Colbert,Colbert,Colbert
3761681872,0,8,5,5,2,1,0,PRSS508,S_189,S-189,S-189,S-189,S-189,S-189,S-189,С-189
4181702448,0,8,1,3,1,0,0,PGSA108,Parseval,A.帕塞瓦尔,奥古斯特·冯·帕塞瓦尔,A. Parseval,A. Parseval,August von Parseval,A. Parseval,A. Parseval
4183701296,0,6,4,3,1,0,0,PGSD106,Ernst_Gaede,恩斯特·盖德,恩斯特·盖德,Gaede,Gaede,Ernst Gaede,Gaede,Gaede
4178491184,0,11,3,3,2,0,0,PGSC111,Clausewitz,克劳塞维茨,克劳塞维茨,Clausewitz,Clausewitz,Clausewitz,Clausewitz,Clausewitz
4283381456,0,2,2,2,2,1,0,PJSB011,Mikasa_1905,鲐,三笠,Mikasa,Mikasa,Mikasa,三笠,Mikasa
3539908304,0,10,3,2,4,0,1,PJSC720,Kushiro,貉,钏路,Kushiro,Kushiro,Kushiro,釧路,Kushiro
3729732816,0,9,2,8,3,1,0,PZSB539,Louchuan,冢虎,楼船,Louchuan,Louchuan,Louchuan,Louchuan,Louchuan
3511629776,0,7,2,4,,1,0,PBSB747,STPatric_Duke_of_York,达努,达奴,Danu,Danu,Danu,Danu,Danu
4078843184,0,6,4,9,1,0,0,PWSD206,Stord,斯图尔,斯托德,Stord,Stord,Stord,Stord,Stord
4076812080,0,8,2,3,1,0,0,PGSB208,Zieten,齐藤,齐滕,Zieten,Zieten,Zieten,Zieten,Zieten
4288591856,0,7,3,1,2,1,0,PASC006,Atlanta_1942,亚特兰大,亚特兰大,Atlanta,Atlanta,Atlanta,Atlanta,Atlanta
3550427120,1,10,2,1,1,0,0,PASB710,Oregon,俄勒冈,俄勒冈,Oregon,Oregon,Oregon,Oregon,Oregon
3760109264,0,9,3,2,2,1,0,PJSC510,Azumaya,猉,吾妻,Azuma,Azuma,Azuma,吾妻,Azuma
4292753392,0,2,4,1,1,0,0,PASD002,Sampson_1917,桑普森,桑普森,Sampson,Sampson,Sampson,Sampson,Sampson
4293834192,0,3,3,5,2,1,0,PRSC001,Avrora_1917,阿芙乐尔,阿芙乐尔,Aurora,Aurora,Aurora,Aurora,Аврора
3342809072,0,8,2,1,,1,0,PASB908,East_North_Carolina_1945,凯珀,凯珀,Kheper,Kheper,Kheper,Kheper,Kheper
4284430032,0,7,2,2,1,0,0,PJSB010,Nagato_1944,鲨,长门,Nagato,Nagato,Nagato,長門,Nagato
3363747792,0,8,3,4,3,1,0,PBSC888,Edinburgh_PR,星际爱丁堡,星之爱丁堡,STAR Edinburgh,STAR Edinburgh,STAR Edinburgh,STAR Edinburgh,STAR Edinburgh
3761190864,0,9,2,4,4,1,0,PBSB509,Marlborough,马尔博罗,马尔博罗,Marlborough,Marlborough,Marlborough,Marlborough,Marlborough
3741235152,0,8,3,4,2,1,0,PBSC528,Belfast_1943,贝尔法斯特43,贝尔法斯特 43,Belfast '43,Belfast '43,Belfast '43,Belfast '43,Belfast '43
3769513264,0,7,4,9,2,1,0,PWSD501,Blyskawica,闪电,闪电,Blyskawica,Błyskawica,Błyskawica,Blyskawica,Błyskawica
4187895248,0,2,4,5,1,0,0,PRSD102,SM_Storojevoy,守卫,守卫,Storozhevoi,Storozhevoi,Storozhevoi,Storozhevoi,Сторожевой
4182685136,0,7,3,5,1,0,0,PRSC107,Schors,肖尔斯,肖尔斯,Shchors,Shchors,Shchors,Shchors,Щорс
3762173232,0,8,4,9,2,1,0,PWSD508,Orkan,风暴,奥坎,Orkan,Orkan,Orkan,Orkan,Orkan
3341759792,0,9,2,9,,1,0,PWSB909,Black_Karl_XIV_Johan,卡尔十四世·约翰 (黑),卡尔十四世·约翰 B,Karl XIV Johan B,Karl XIV Johan B,Karl XIV Johan B,Karl XIV Johan B,Karl XIV Johan B
3522082512,0,7,3,2,3,1,0,PJSC737,Nachi,ARP狏,ARP 那智,ARP Nachi,ARP Nachi,ARP Nachi,ARP 那智,ARP Nachi
3539908592,0,10,3,1,,0,1,PASC720,Hawaii,夏威夷,夏威夷,Hawaii,Hawaii,Hawaii,Hawaii,Hawaii
3762206544,0,8,3,6,2,1,0,PFSC508,Bayard,贝亚德,贝亚德,Bayard,Bayard,Bayard,Bayard,Bayard
3541972432,0,8,4,5,2,1,0,PRSD718,Provorny,迅捷,灵巧,Provorny,Provorny,Provorny,Provorny,Проворный
4256053232,0,7,4,1,1,0,0,PASD037,Hughes,休斯,休斯,Hughes,Hughes,Hughes,Hughes,Hughes
4185798448,0,4,4,3,1,0,0,PGSD104,V_170,V-170,V-170,V-170,V-170,V-170,V-170,V-170
4180588336,0,9,3,3,1,0,0,PGSC109,Roon,罗恩,罗恩,Roon,Roon,Roon,Roon,Roon
3437180720,0,8,2,3,3,1,0,PGSB818,BA_Tirpitz,BA 提尔皮茨,BA 提尔皮茨,BA Tirpitz,BA Tirpitz,BA Tirpitz,BA Tirpitz,BA Tirpitz
3760108912,0,10,3,11,3,0,1,PUSC510,Brisbane,布里斯班,布里斯班,Brisbane,Brisbane,Brisbane,Brisbane,Brisbane
4183701232,0,6,4,7,1,0,0,PISD106,Aviere,飞行员,阿维埃尔,Aviere,Aviere,Aviere,Aviere,Aviere
3763320528,1,7,1,2,1,0,1,PJSA507,Kaga,鸾,加贺（旧）,Kaga (old),Kaga (old),Kaga (< 23.01.2019),加賀 (old),Kaga (old)
3752736208,0,7,4,5,2,1,0,PRSD517,Tashkent_1939,塔什干 '39,塔什干 39,Tashkent '39,Tashkent '39,Tashkent '39,Tashkent '39,Ташкент '39
4284397008,0,2,3,5,3,1,0,PRSC010,Diana_1905_Asus,狄安娜（L）,狄安娜 L,Diana L,Diana L,Diana Lima,Diana L,Диана L
3540956912,0,9,3,7,2,1,0,PISC719,Ferrante_Gonzaga,费兰特·贡扎加,费兰特·贡扎加,F. Gonzaga,F. Gonzaga,Ferrante Gonzaga,F. Gonzaga,F. Gonzaga
4076812272,0,8,2,1,1,0,0,PASB208,Nebraska,内布拉斯加,内布拉斯加,Nebraska,Nebraska,Nebraska,Nebraska,Nebraska
4078843600,0,6,4,2,1,0,0,PJSD206,Hatsuharu,梅,初春,Hatsuharu,Hatsuharu,Hatsuharu,初春,Hatsuharu
3763222224,0,7,4,2,3,1,0,PJSD507,Yudachi,椿,夕立,Yūdachi,Yūdachi,Yūdachi,夕立,Yūdachi
3556653040,0,4,4,1,5,1,0,PASD704,DD_214,DD-214,DD-214,DD-214,DD 214,DD 214,DD-214,DD 214
3752769328,0,7,3,3,2,1,0,PGSC517,Weimar,魏玛,魏玛,Weimar,Weimar,Weimar,Weimar,Weimar
4279220208,1,10,1,1,1,0,1,PASA015,Midway_1945,中途岛,中途岛（旧）,Midway (old),Midway (old),Midway (< 23.01.2019),Midway (old),Midway (old)
3762206704,0,8,3,1,2,1,0,PASC508,Wichita,威奇塔,威奇塔,Wichita,Wichita,Wichita,Wichita,Wichita
3763288016,0,7,2,4,2,1,0,PBSB507,Hood,胡德,胡德,Hood,Hood,Hood,Hood,Hood
3750639408,0,9,4,3,2,1,0,PGSD519,Z_44,Z-44,Z-44,Z-44,Z-44,Z-44,Z-44,Z-44
3342776112,0,8,3,3,,1,0,PGSC908,Black_Schill,席尔 (黑),席尔 B,Schill B,Schill B,Schill B,Schill B,Schill B
4075763504,0,9,2,3,1,0,0,PGSB209,Prinz_Rupprecht,鲁普雷希特王子,鲁普雷希特亲王,P. Rupprecht,P. Rupprecht,Prinz Rupprecht,P. Rupprecht,P. Rupprecht
3667900208,0,8,1,3,2,1,0,PGSA598,Black_Graf_Zeppelin,齐柏林伯爵 (黑),齐柏林伯爵 B,Graf Zeppelin B,Graf Zeppelin B,Graf Zeppelin B,Graf Zeppelin B,Graf Zeppelin B
4179506384,0,10,4,8,1,0,0,PZSD110,Hsiang_Yang,越安,岳阳,岳陽,Yueyang,Yueyang,Yueyang,Yueyang
4288657104,1,5,1,2,1,0,1,PJSA006,Zuiho_1944,鹞,瑞凤（旧）,Zuihō (old),Zuihō (old),Zuihō (< 23.01.2019),瑞鳳 (old),Zuihō (old)
3708761808,0,9,2,2,2,1,0,PJSB559,Black_Iwami,鲯 (黑),石见 B,Iwami B,Iwami B,Iwami B,石見 B,Iwami B
3552458448,0,8,4,2,3,1,0,PJSD708,HSF_Harekaze,HSF菽,HSF晴风,HSF Harekaze,HSF Harekaze,HSF Harekaze,HSF 晴風,HSF Harekaze
4184749808,0,5,4,7,1,0,0,PISD105,Maestrale,西北风,西北风,Maestrale,Maestrale,Maestrale,Maestrale,Maestrale
4179539696,0,10,3,7,1,0,0,PISC110,Venezia,威尼斯,威尼斯,Venezia,Venezia,Venezia,Venezia,Venezia
4267587280,0,5,4,2,4,1,0,PJSD026,Camo_Kamikaze,枫（R）,神风 R,Kamikaze R,Kamikaze R,Kamikaze R,神風 R,Kamikaze R
3720263664,0,8,3,1,3,1,0,PASC548,San_Diego,圣地亚哥,圣地亚哥,San Diego,San Diego,San Diego,San Diego,San Diego
4179605488,0,10,1,1,1,0,0,PASA110,Midway,中途岛,中途岛,Midway,Midway,Midway,Midway,Midway
3764303696,0,6,3,6,2,1,0,PFSC506,De_Grasse,德·格拉斯,格拉斯,De Grasse,De Grasse,De Grasse,De Grasse,De Grasse
3761190896,0,9,2,1,4,1,0,PASB509,Missouri,密苏里,密苏里,Missouri,Missouri,Missouri,Missouri,Missouri
4187895600,0,2,4,3,1,0,0,PGSD102,V_25,V-25,V-25,V-25,V-25,V-25,V-25,V-25
4182685488,0,7,3,3,1,0,0,PGSC107,Yorck,约克,约克,Yorck,Yorck,Yorck,Yorck,Yorck
3767416176,0,3,4,11,4,1,0,PUSD503,Vampire,吸血鬼,吸血鬼,Vampire,Vampire,Vampire,Vampire,Vampire
3549869904,0,10,5,6,,0,1,PFSS710,Surcouf,絮库夫,絮库夫,Surcouf,Surcouf,Surcouf,Surcouf,Surcouf
3668883440,0,7,3,1,2,1,0,PASC597,Nueve_de_Julio_1951,博伊西,博伊西,Boise,Boise,Boise,Boise,Boise
3341759952,0,9,2,5,,1,0,PRSB909,East_Navarin,玛塔加,玛塔加,Mahtaga,Mahtaga,Mahtaga,Mahtaga,Mahtaga
4281284304,0,8,2,2,1,0,0,PJSB013,Amagi_1942,鳐,天城,Amagi,Amagi,Amagi,天城,Amagi
4182652112,0,7,4,8,1,0,0,PZSD107,Gadjah_Mada,加札马达,加札马达,Gadjah Mada,Gadjah Mada,Gadjah Mada,Gadjah Mada,Gadjah Mada
3362666192,0,9,4,2,3,1,0,PJSD889,Kitakaze_PR,星际蕉,星之北风,STAR Kitakaze,STAR Kitakaze,STAR Kitakaze,STAR 北風,STAR Kitakaze
3760076784,0,10,4,1,4,0,1,PASD510,Somers,萨默斯,萨默斯,Somers,Somers,Somers,Somers,Somers
4291737584,0,2,3,1,2,1,0,PASC003,Albany_1898,奥尔巴尼,奥尔巴尼,Albany,Albany,Albany,Albany,Albany
4286527472,0,7,2,1,1,0,0,PASB008,Colorado_1945,科罗拉多,科罗拉多,Colorado,Colorado,Colorado,Colorado,Colorado
4281317360,1,9,1,1,1,0,1,PASA013,Essex_1945,埃塞克斯,埃塞克斯（旧）,Essex (old),Essex (old),Essex (< 23.01.2019),Essex (old),Essex (old)
3551409616,0,9,4,5,4,1,0,PRSD709,Pr_41_Neustrashimy,不惧,不惧,Neustrashimy,Neustrashimy,Neustrashimy,Neustrashimy,Неустрашимый
3751786480,0,8,1,1,4,1,0,PASA518,Enterprise,企业,企业,Enterprise,Enterprise,Enterprise,Enterprise,Enterprise
3553540080,0,7,3,1,4,1,0,PASC707,Flint,弗林特,弗林特,Flint,Flint,Flint,Flint,Flint
3765385168,0,5,2,4,2,1,0,PBSB505,Agincourt,阿金库尔,阿金库尔,Agincourt,Agincourt,Agincourt,Agincourt,Agincourt
3551409968,0,9,4,3,4,1,0,PGSD709,GM_ZF_6,ZF-6 (金),金色ZF-6,ZF-6 G,ZF-6 G,ZF-6 Golden,ZF-6 G,ZF-6 G
4284397360,0,10,3,3,1,0,0,PGSC010,Prinz_Adalbert,阿达尔贝特王子,阿达尔伯特亲王,Prinz Adalbert,Prinz Adalbert,Prinz Adalbert,Prinz Adalbert,Prinz Adalbert
